Class Name,Image Count
Sonchus_asper,107
Sonchus_tenerrimus,60
Sophora_japonica,143
Sorbus_aria,149
Sorbus_aucuparia,121
Sorbus_domestica,132
Sorbus_intermedia,50
Sorbus_torminalis,124
Soyabean_leaf,65
Soybean_Aphid,104
Soybean_Leaf_Beetle,270
Soybean_Looper,789
Soybean_Pod_Borer,1604
Spartium_junceum,90
Spergula_arvensis,43
Spergula_media,33
Spiranthes_spiralis,47
Squash_Powdery_mildew_leaf,130
Stachys_recta,41
Stachys_sylvatica,72
Staehelina_dubia,67
Stellaria_holostea,91
Stellaria_media,93
Strawberry_leaf,96
Succisa_pratensis,73
Sugar_Beet_Wireworm,292
Sugar_beet_Seedling,463
Symphytum_officinale,108
Symphytum_tuberosum,64
Syringa_vulgaris,347
Tanacetum_vulgare,84
Taraxacum_campylodes,15
Taraxacum_officinale,196
Tarnished_Plant_Bug,381
Taxus_baccata,118
Tea_Green_Leafhopper,93
Tea_Looper,5740
Tea_Mosquito_Bug,305
Tea_Red_Spider_Mite,555
Tea_Tortrix,458
Teucrium_chamaedrys,57
Teucrium_flavum,37
Teucrium_fruticans,63
Teucrium_montanum,53
Teucrium_scorodonia,82
Thalictrum_aquilegiifolium,72
Therioaphis_Maculata,879
Thymus_serpyllum,35
Thymus_vulgaris,81
Tilia_cordata,110
Tilia_dasystyla,88
Tilia_platyphyllos,239
Tomato_Bacterial_spot,2127
Tomato_Early_blight,1000
Tomato_Early_blight_leaf,88
Tomato_Late_blight,1901
Tomato_Leaf_Mold,952
Tomato_Septoria_leaf_spot,1920
Tomato_Spider_mites_Two_spotted_spider_mite,1676
Tomato__Target_Spot,1404
Tomato__Tomato_YellowLeaf__Curl_Virus,3208
Tomato__Tomato_mosaic_virus,373
Tomato_healthy,1585
Tomato_leaf,63
Tomato_leaf_bacterial_spot,110
Tomato_leaf_late_blight,111
Tomato_leaf_mosaic_virus,54
Tomato_leaf_yellow_virus,75
Tomato_mold_leaf,91
Tomato_two_spotted_spider_mites_leaf,2
Tordylium_apulum,43
Tordylium_maximum,44
Torilis_arvensis,43
Tozzia_alpina,37
Tractema_lilio_hyacinthus,39
Tractema_verna,14
Tragopogon_porrifolius,58
Tragopogon_pratensis,65
Tribulus_terrestris,44
Trifolium_alpinum,46
Trifolium_campestre,37
Trifolium_cherleri,25
Trifolium_incarnatum,38
Trifolium_pratense,113
Trifolium_repens,64
Trifolium_resupinatum,37
Trifolium_scabrum,37
Trifolium_stellatum,53
Trifolium_subterraneum,54
Tripleurospermum_inodorum,47
Tripodion_tetraphyllum,40
Tripolium_pannonicum,64
Trollius_europaeus,66
Tuberaria_guttata,45
Tulipa_sylvestris,112
Tussilago_farfara,91
Ulex_europaeus,261
Ulex_gallii,12
Ulmus_minor,538
Umbilicus_rupestris,55
Urospermum_dalechampii,138
Urtica_dioica,57
Vaccinium_myrtillus,60
Vaccinium_vitis_idaea,44
Valeriana_celtica,18
Valeriana_officinalis,104
Veratrum_album,52
Verbascum_blattaria,121
Verbascum_boerhavii,41
Verbascum_lychnitis,101
Verbascum_nigrum,97
Verbascum_pulverulentum,85
Verbascum_sinuatum,65
Verbascum_thapsus,205
Verbena_officinalis,91
Veronica_anagallis_aquatica,41
Veronica_arvensis,38
Veronica_beccabunga,52
Veronica_chamaedrys,111
Veronica_cymbalaria,59
Veronica_hederifolia,60
Veronica_officinalis,48
Veronica_persica,165
Veronica_serpyllifolia,49
Viburnum_lantana,167
Viburnum_opulus,213
Viburnum_rhytidophyllum,135
Viburnum_tinus,634
Vicia_cracca,81
Vicia_hirsuta,33
Vicia_hybrida,48
Vicia_pannonica,41
Vicia_sativa,91
Vicia_sepium,46
Vinca_major,51
Vinca_minor,92
Vincetoxicum_hirundinaria,67
Vincetoxicum_nigrum,27
Viola_alba,37
Viola_arvensis,49
Viola_biflora,52
Viola_calcarata,36
Viola_cornuta,31
Viola_lutea,42
Viola_odorata,57
Viola_riviniana,107
Viola_tricolor,81
Viscum_album,87
Vitex_agnus_castus,215
Vitis_vinifera,85
Wheat_Aphid,691
Wheat_Armyworm,654
Wheat_Blossom_Midge,708
Wheat_Midge,565
Wheat_Phloeothrips,325
Wheat_Sawfly,4094
White_Backed_Planthopper,893
Wisteria_sinensis,45
Yellow_Rice_Borer,504
grape_leaf,69
grape_leaf_black_rot,64
